transaction_id,date,province,city,category,store_type,payment_method,sales_amount,quantity,discount_percentage,customer_rating,longitude,latitude
TRX00690,2024-11-14,Provinsi Sulawesi Barat,Kabupaten Tulangbawang Barat,Health & Beauty,Offline,Credit Card,567431,4,23.7,3.7,105.0791228,-4.5256967
TRX00691,2024-10-30,Provinsi Kalimantan Selatan,Kabupaten Klungkung,Fashion,Hybrid,Cash,480669,4,15.9,4.9,115.4045111,-8.5389222
TRX00692,2024-02-11,Provinsi Banten,Kabupaten Blitar,Health & Beauty,Offline,Digital Wallet,1650310,1,29.3,3.8,112.162762,-8.1014419
TRX00693,2024-05-10,Provinsi Maluku Utara,Kabupaten Tanjung Jabung Timur,Home & Living,Online,Bank Transfer,6109752,3,10.9,4.3,103.89973,-1.3291599
TRX00694,2024-08-25,Provinsi Jawa Barat,Kota Tanjung Pinang,Health & Beauty,Hybrid,Credit Card,501271,2,36.7,3.3,104.446464,0.9179205
TRX00695,2024-11-18,Provinsi Kalimantan Barat,Kabupaten Tasikmalaya,Food & Beverage,Offline,Cash,1773252,2,5.8,3.9,108.214104,-7.327954
TRX00696,2024-11-03,Provinsi Kepulauan Bangka Belitung,Kota Tangerang Selatan,Fashion,Online,Cash,887819,2,19.2,5.4,106.7180556,-6.2888889
TRX00697,2024-08-29,Provinsi Gorontalo,Kabupaten Konawe,Health & Beauty,Online,Bank Transfer,506001,2,44.1,4.2,122.0837445,-3.9380432
TRX00698,2024-08-09,Provinsi Sumatera Barat,Kabupaten Belitung,Electronics,Hybrid,Cash,79974,5,18.7,4.6,107.9531836,-2.8708938
TRX00699,2024-03-17,Provinsi Riau,Kabupaten Konawe Selatan,Health & Beauty,Hybrid,Cash,207479,2,1.4,4.5,122.4467238,-4.2027915
TRX00700,2024-11-17,Provinsi Kepulauan Riau,Kabupaten Aceh Tamiang,Health & Beauty,Online,Credit Card,312887,2,59.6,3.5,98.0028892,4.2328871
TRX00701,2024-04-22,Provinsi Kepulauan Riau,Kabupaten Aceh Utara,Electronics,Online,Digital Wallet,179896,5,12,4.6,97.2221421,4.9786331
TRX00702,2024-04-15,Provinsi Jambi,Kabupaten Bombana,Fashion,Online,Digital Wallet,170944,5,33.6,3.7,121.9017954,-4.6543462
TRX00703,2024-07-05,Provinsi DKI Jakarta,Kabupaten Bone Bolango,Electronics,Online,Digital Wallet,361282,4,3.8,4.6,123.3486147,0.5657885
TRX00704,2024-03-31,Provinsi Jawa Barat,Kabupaten Mukomuko,Food & Beverage,Hybrid,Cash,1414420,3,13.9,3.6,101.1169805,-2.5760003
TRX00705,2024-03-30,Provinsi Jambi,Kabupaten Mojokerto,Fashion,Hybrid,Bank Transfer,217545,3,25.8,4.2,112.427027,-7.488075
TRX00706,2024-02-19,Provinsi Sulawesi Utara,Kabupaten Blora,Home & Living,Offline,Credit Card,614470,3,25.8,4.5,111.4166667,-6.95
TRX00707,2024-01-05,Provinsi Riau,Kabupaten Lanny Jaya,Electronics,Online,Cash,445676,1,38,4,138.3190276,-3.971033
TRX00708,2023-12-31,Provinsi Papua Barat,Kabupaten Nabire,Home & Living,Online,Digital Wallet,1206749,2,5.7,4.1,135.7520985,-3.5095462
TRX00709,2024-09-06,Provinsi Aceh,Kabupaten Merangin,Fashion,Hybrid,Digital Wallet,567376,3,20.5,4.5,101.9804613,-2.1752789
TRX00710,2024-04-24,Provinsi Nusa Tenggara Timur,Kabupaten Kepulauan Sula,Electronics,Online,Bank Transfer,461472,4,28.4,4.6,125.3666667,-1.8666667
TRX00711,2024-09-10,Provinsi DKI Jakarta,Kota Cirebon,Electronics,Offline,Credit Card,304416,1,44.2,5,108.564003,-6.715534
TRX00712,2024-03-19,Provinsi Sulawesi Barat,Kota Sawah Lunto,Food & Beverage,Offline,Credit Card,1332062,4,10.1,5.6,100.7763604,-0.6810286
TRX00713,2024-01-09,Provinsi Sulawesi Tenggara,Kabupaten Gunung Kidul,Food & Beverage,Hybrid,Bank Transfer,1706020,1,23.9,4.1,110.6168921,-8.0305091
TRX00714,2024-07-16,Provinsi Sulawesi Utara,Kabupaten Merangin,Home & Living,Offline,Digital Wallet,556701,3,1.4,4.9,101.9804613,-2.1752789
TRX00715,2024-07-09,Provinsi Jambi,Kabupaten Wakatobi,Home & Living,Offline,Digital Wallet,14391137,7,20.3,4.5,123.5951925,-5.3264442
TRX00716,2024-03-09,Provinsi Sumatera Utara,Kabupaten Garut,Food & Beverage,Online,Digital Wallet,544350,2,23.1,4.2,107.908699,-7.227906
TRX00717,2024-11-15,Provinsi Sulawesi Selatan,Kota Dumai,Home & Living,Online,Cash,10161985,1,36,4.2,101.447601,1.665742
TRX00718,2024-12-15,Provinsi Gorontalo,Kabupaten Sumba Barat Daya,Home & Living,Hybrid,Cash,477568,1,11.2,3.7,119.13906420000001,-9.539139
TRX00719,2024-08-13,Provinsi Sumatera Selatan,Kota Pontianak,Home & Living,Offline,Digital Wallet,113509,1,11.2,4.7,109.330307,-0.022523
TRX00720,2024-01-09,Provinsi Sulawesi Selatan,Kabupaten Badung,Food & Beverage,Offline,Bank Transfer,131344,0,18.5,4.7,115.1770586,-8.5819296
TRX00721,2024-11-14,Provinsi Gorontalo,Kabupaten Puncak Jaya,Health & Beauty,Online,Bank Transfer,228404,2,31.1,3.9,137.1847222,-4.0836111
TRX00722,2024-02-16,Provinsi Sumatera Selatan,Kabupaten Indramayu,Health & Beauty,Online,Bank Transfer,2394652,2,12.1,3.6,108.325104,-6.336315
TRX00723,2024-01-11,Provinsi Riau,Kabupaten Jepara,Food & Beverage,Hybrid,Digital Wallet,2998623,2,21.3,4.2,110.6717,-6.5596059
TRX00724,2024-08-20,Provinsi Kalimantan Selatan,Kabupaten Manokwari,Home & Living,Online,Credit Card,812563,1,13.7,4.8,134.0620421,-0.8614531
TRX00725,2024-09-19,Provinsi Jawa Timur,Kabupaten Simalungun,Home & Living,Offline,Bank Transfer,743286,1,7.1,5.1,99.2785583,2.9781612
TRX00726,2024-07-28,Provinsi Sumatera Selatan,Kabupaten Indragiri Hilir,Fashion,Online,Bank Transfer,319140,5,33.8,3.9,102.989615,-0.1456733
TRX00727,2024-05-26,Provinsi Sumatera Barat,Kabupaten Tulangbawang Barat,Food & Beverage,Online,Credit Card,277525,3,10.3,4.1,105.0791228,-4.5256967
TRX00728,2024-07-19,Provinsi Kalimantan Tengah,Kota Palangka Raya,Home & Living,Online,Digital Wallet,266316,1,16.2,5.1,113.92,-2.21
TRX00729,2024-01-25,Provinsi Kepulauan Riau,Kota Pekanbaru,Fashion,Online,Credit Card,228614,1,29.1,4,101.45,0.5333333
TRX00730,2024-10-24,Provinsi Sulawesi Tengah,Kabupaten Sumba Barat Daya,Food & Beverage,Offline,Digital Wallet,318194,5,28.1,3.7,119.13906420000001,-9.539139
TRX00731,2024-09-22,Provinsi Gorontalo,Kota Manado,Home & Living,Online,Bank Transfer,292919,5,45.5,4.4,124.842843,1.4917014
TRX00732,2024-05-19,Provinsi Aceh,Kabupaten Aceh Besar,Health & Beauty,Online,Cash,926230,5,11.4,5.4,95.4777811,5.4529168
TRX00733,2024-12-04,Provinsi Sumatera Utara,Kabupaten Boyolali,Food & Beverage,Online,Digital Wallet,1180158,3,15.5,3.8,110.595901,-7.523819
TRX00734,2024-10-16,Provinsi Nusa Tenggara Timur,Kota Sabang,Food & Beverage,Online,Digital Wallet,2712879,2,11.6,4,95.3192982,5.8946929
TRX00735,2024-03-06,Provinsi Sulawesi Selatan,Kabupaten Malang,Electronics,Offline,Bank Transfer,47180,4,17.6,4.1,112.6884549,-8.0495643
TRX00736,2024-02-14,Provinsi Papua,Kota Tangerang Selatan,Home & Living,Online,Cash,895789,1,19.1,4.2,106.7180556,-6.2888889
TRX00737,2024-11-06,Provinsi Kalimantan Timur,Kabupaten Belu,Food & Beverage,Offline,Cash,397072,1,19.6,4,124.9506625,-9.4125796
TRX00738,2024-11-16,Provinsi Sumatera Barat,Kabupaten Kaur,Fashion,Hybrid,Digital Wallet,418298,2,29.1,4.4,103.4511768,-4.6792278
TRX00739,2024-05-30,Provinsi Sulawesi Utara,Kota Bima,Fashion,Online,Bank Transfer,105729,3,6.7,3.9,118.727402,-8.460566
TRX00740,2024-11-26,Provinsi Papua Barat,Kabupaten Halmahera Barat,Home & Living,Hybrid,Credit Card,528323,5,39.4,4.1,128.4849923,1.3121235
TRX00741,2024-02-16,Provinsi Jawa Tengah,Kabupaten Banggai,Fashion,Online,Digital Wallet,251283,4,19.1,4.5,123.5504076,-1.6408137
TRX00742,2024-08-26,Provinsi Kepulauan Bangka Belitung,Kabupaten Pasuruan,Food & Beverage,Offline,Digital Wallet,779260,2,11.1,4.3,108.8001936,-6.8623098
TRX00743,2024-01-10,Provinsi Bali,Kabupaten Natuna,Food & Beverage,Online,Digital Wallet,179428,3,26.4,4.5,108.1812242,3.9329945
TRX00744,2024-12-21,Provinsi DI Yogyakarta,Kabupaten Trenggalek,Home & Living,Online,Cash,17129837,1,17.3,3.5,111.7166667,-8.05
TRX00745,2024-02-05,Provinsi Maluku Utara,Kabupaten Tapin,Food & Beverage,Online,Digital Wallet,249756,3,17.8,3.8,115.0465991,-2.9160746
TRX00746,2024-12-05,Provinsi Lampung,Kabupaten Pidie Jaya,Fashion,Online,Digital Wallet,411736,1,18.3,4.1,96.195132,5.1548063
TRX00747,2024-01-13,Provinsi Jawa Barat,Kabupaten Ogan Komering Ulu Selatan,Electronics,Offline,Digital Wallet,159783,1,12.7,3.4,104.0072348,-4.6681951
TRX00748,2024-01-21,Provinsi Kalimantan Barat,Kabupaten Pasaman,Fashion,Online,Cash,394418,5,39.4,4.3,99.7901781,0.1288752
TRX00749,2024-03-16,Provinsi Jambi,Kabupaten Jepara,Electronics,Offline,Digital Wallet,4613950,2,22.7,4.7,110.6717,-6.5596059
TRX00750,2024-01-15,Provinsi Jambi,Kabupaten Kepulauan Sangihe,Fashion,Online,Cash,370811,4,16.1,4.1,125.5438967,3.5303212
TRX00751,2024-02-03,Provinsi Lampung,Kabupaten Buton Utara,Electronics,Online,Credit Card,1005046,2,11.7,3.4,123.0338767,-4.7023424
TRX00752,2024-07-07,Provinsi Sulawesi Selatan,Kabupaten Kubu Raya,Home & Living,Offline,Bank Transfer,213323,3,14.9,4.1,109.4735066,-0.3533938
TRX00753,2024-07-04,Provinsi Sulawesi Tengah,Kabupaten Tapanuli Utara,Fashion,Online,Digital Wallet,2542616,2,16.1,3.5,99.1013498,2.0405246
TRX00754,2024-03-14,Provinsi Kalimantan Selatan,Kabupaten Merauke,Food & Beverage,Online,Cash,872128,4,43,4.1,140.3945527,-8.4960406
TRX00755,2024-11-05,Provinsi Maluku Utara,Kabupaten Lampung Tengah,Home & Living,Hybrid,Credit Card,266654,4,10.3,3.5,105.3131185,-4.8008086
TRX00756,2024-02-25,Provinsi Kepulauan Bangka Belitung,Kabupaten Tanjung Jabung Barat,Home & Living,Online,Credit Card,687474,6,59.6,3.2,103.7984428,-1.2332122
TRX00757,2024-03-09,Provinsi Kepulauan Bangka Belitung,Kabupaten Bengkulu Utara,Home & Living,Online,Bank Transfer,370822,6,17.5,4.6,102.1632718,-3.4219555
TRX00758,2024-04-08,Provinsi Bali,Kabupaten Lanny Jaya,Food & Beverage,Online,Credit Card,908045,3,11.6,4.3,138.3190276,-3.971033
TRX00759,2024-06-19,Provinsi Sulawesi Utara,Kabupaten Bangka Barat,Food & Beverage,Offline,Cash,243031,5,11.1,3.6,106.0640179,-2.2884782
TRX00760,2024-05-17,Provinsi DKI Jakarta,Kota Kotamobagu,Electronics,Hybrid,Credit Card,867661,4,23.1,3.5,124.3166667,0.7333333
TRX00761,2024-09-14,Provinsi Papua Barat,Kabupaten Aceh Tengah,Home & Living,Offline,Digital Wallet,2659154,4,16.8,3.6,96.8350999,4.4482641
TRX00762,2024-07-11,Provinsi Banten,Kabupaten Polewali Mandar,Fashion,Hybrid,Digital Wallet,1930138,4,18.6,3.9,119.13906420000001,-3.3419323
TRX00763,2024-12-12,Provinsi Sulawesi Tenggara,Kabupaten Musi Banyuasin,Food & Beverage,Offline,Digital Wallet,740687,3,23.4,4.8,103.7289167,-2.5442029
TRX00764,2024-11-26,Provinsi Gorontalo,Kota Bandar Lampung,Fashion,Offline,Bank Transfer,762240,3,21,4.4,105.2666667,-5.45
TRX00765,2024-07-10,Provinsi Maluku Utara,Kabupaten Purwakarta,Fashion,Hybrid,Cash,832213,4,10.7,3.7,107.4499404,-6.5386806
TRX00766,2024-08-16,Provinsi DI Yogyakarta,Kabupaten Jember,Fashion,Online,Digital Wallet,1340724,2,40.3,4.7,113.700302,-8.172357
TRX00767,2024-09-06,Provinsi Jawa Tengah,Kota Bau-Bau,Food & Beverage,Offline,Credit Card,803127,2,6.6,3.5,122.633,-5.46667
TRX00768,2024-09-02,Provinsi DI Yogyakarta,Kabupaten Natuna,Fashion,Offline,Digital Wallet,1000920,2,8.5,5,108.1812242,3.9329945
TRX00769,2024-04-13,Provinsi Maluku Utara,Kabupaten Sukoharjo,Food & Beverage,Online,Bank Transfer,1033180,3,14.3,4.1,110.8195292,-7.6808818
TRX00770,2023-12-28,Provinsi Kepulauan Riau,Kabupaten Poso,Fashion,Offline,Bank Transfer,685658,3,16,4.9,120.766998,-1.391922
TRX00771,2024-04-01,Provinsi Sulawesi Barat,Kota Sungai Penuh,Health & Beauty,Online,Bank Transfer,1122187,3,42,3.7,101.387199,-2.06314
TRX00772,2024-05-14,Provinsi Gorontalo,Kabupaten Tanah Datar,Fashion,Offline,Credit Card,578492,2,12,4.2,100.5746224,-0.4797043
TRX00773,2024-08-13,Provinsi Kepulauan Bangka Belitung,Kabupaten Mamberamo Raya,Electronics,Offline,Credit Card,1500977,0,17.4,3.9,137.7637565,-2.5331255
TRX00774,2024-04-04,Provinsi Jawa Tengah,Kabupaten Bangka,Food & Beverage,Online,Digital Wallet,355788,1,15.3,4.4,106.0640179,-2.2884782
TRX00775,2024-02-19,Provinsi DI Yogyakarta,Kabupaten Sumenep,Electronics,Online,Bank Transfer,662722,7,7.9,3.7,113.9060624,-6.9253999
TRX00776,2024-10-08,Provinsi Jambi,Kabupaten Semarang,Home & Living,Online,Bank Transfer,563997,4,27.6,3.6,110.4166667,-6.9666667
TRX00777,2024-10-05,Provinsi Sulawesi Selatan,Kabupaten Batang,Food & Beverage,Online,Cash,186500,1,6.1,3.7,109.7234519,-6.8941111
TRX00778,2024-01-10,Provinsi Jawa Tengah,Kabupaten Barito Selatan,Food & Beverage,Online,Digital Wallet,1810596,4,9.9,5.1,114.8092691,-1.875943
TRX00779,2024-10-20,Provinsi DI Yogyakarta,Kabupaten Halmahera Selatan,Electronics,Online,Credit Card,170742,0,12.4,4.3,128.4849923,1.3121235
TRX00780,2024-09-13,Provinsi Lampung,Kabupaten Balangan,Home & Living,Online,Digital Wallet,2013670,2,9.7,4.7,115.6154732,-2.3260425
TRX00781,2024-03-11,Provinsi Bengkulu,Kabupaten Kapuas,Electronics,Hybrid,Bank Transfer,187564,3,23.8,3.8,110.1313251,-0.0459972
TRX00782,2024-05-06,Provinsi Jawa Tengah,Kabupaten Mamuju Utara,Food & Beverage,Online,Credit Card,204486,2,15.6,4.1,119.5107708,-1.5264542
TRX00783,2024-11-08,Provinsi Nusa Tenggara Barat,Kabupaten Bener Meriah,Home & Living,Offline,Digital Wallet,1291389,3,25.2,4.2,97.0068393,4.7748348
TRX00784,2024-01-01,Provinsi Kalimantan Barat,Kabupaten Luwu,Fashion,Offline,Credit Card,503126,3,47,4.1,120.2512728,-3.3052214
TRX00785,2024-12-12,Provinsi Papua Barat,Kabupaten Labuhanbatu Selatan,Food & Beverage,Online,Bank Transfer,86262,3,2.3,4.1,100.1703257,1.8799353
TRX00786,2024-09-29,Provinsi Lampung,Kabupaten Ogan Komering Ulu Selatan,Electronics,Offline,Cash,2455303,4,16.4,4.3,104.0072348,-4.6681951
TRX00787,2024-05-01,Provinsi Lampung,Kabupaten Tasikmalaya,Home & Living,Offline,Credit Card,45334,3,28.4,3.8,108.214104,-7.327954
TRX00788,2024-07-06,Provinsi Jawa Timur,Kabupaten Sigi,Home & Living,Offline,Cash,273160,5,12.5,4.6,120.0665236,-1.3834127
TRX00789,2024-02-01,Provinsi Papua,Kabupaten Polewali Mandar,Food & Beverage,Online,Bank Transfer,119372,1,22,5.1,119.13906420000001,-3.3419323
TRX00790,2024-05-19,Provinsi Kalimantan Tengah,Kabupaten Samosir,Food & Beverage,Offline,Bank Transfer,309395,4,59.2,4.2,98.8166667,2.5833333
TRX00791,2024-05-10,Provinsi Bali,Kabupaten Purwakarta,Health & Beauty,Offline,Digital Wallet,596612,4,23.2,4.5,107.4499404,-6.5386806
TRX00792,2024-01-10,Provinsi Papua,Kabupaten Sumba Barat Daya,Food & Beverage,Offline,Credit Card,391132,7,1.8,4.3,119.13906420000001,-9.539139
TRX00793,2024-12-05,Provinsi Kalimantan Timur,Kabupaten Anambas,Food & Beverage,Hybrid,Credit Card,306045,6,1.4,4.2,105.6537231,3.1055459
TRX00794,2024-02-28,Provinsi Sumatera Selatan,Kabupaten Belu,Fashion,Online,Credit Card,463492,1,44.2,4.4,124.9506625,-9.4125796
TRX00795,2024-12-23,Provinsi Bali,Kota Batu,Home & Living,Online,Credit Card,714620,2,14.8,4.2,112.5239,-7.8671
TRX00796,2024-07-30,Provinsi Gorontalo,Kabupaten Nagan Raya,Home & Living,Online,Cash,232020,4,15.4,3.8,96.4929797,4.1248406
TRX00797,2024-03-25,Provinsi Riau,Kabupaten Toraja Utara,Electronics,Online,Digital Wallet,68561,3,26.1,4.2,119.8352303,-2.8621942
TRX00798,2024-01-31,Provinsi Kepulauan Riau,Kota Samarinda,Fashion,Online,Bank Transfer,216316,7,22.7,4.8,117.153801,-0.502183
TRX00799,2024-05-22,Provinsi Sulawesi Barat,Kabupaten Intan Jaya,Food & Beverage,Online,Credit Card,81307,2,23.9,4.5,136.7478493,-3.5076422
TRX00800,2024-03-11,Provinsi Kalimantan Timur,Kabupaten Ciamis,Home & Living,Offline,Cash,1030628,7,23.8,4.4,108.35,-7.3333333
TRX00801,2024-12-01,Provinsi Sumatera Utara,Kota Tarakan,Home & Living,Online,Cash,3543051,3,2.3,4.1,117.6333333,3.3
TRX00802,2024-06-08,Provinsi Gorontalo,Kota Bandung,Fashion,Online,Cash,173664,2,27.2,4.5,107.6098111,-6.9147444
TRX00803,2024-06-01,Provinsi Bengkulu,Kabupaten Bima,Fashion,Online,Cash,225236,5,15.5,3.2,118.727402,-8.460566
TRX00804,2024-01-21,Provinsi Nusa Tenggara Barat,Kabupaten Subang,Fashion,Hybrid,Cash,227477,3,36.6,4.2,107.752403,-6.569361
TRX00805,2024-04-22,Provinsi Aceh,Kabupaten Demak,Home & Living,Online,Cash,1201079,3,9.5,3.5,110.639297,-6.888115
TRX00806,2024-08-20,Provinsi DKI Jakarta,Kota Salatiga,Health & Beauty,Online,Digital Wallet,563366,3,16.4,4,110.4729,-7.302328
TRX00807,2024-05-24,Provinsi Lampung,Kabupaten Padang Lawas,Electronics,Hybrid,Credit Card,890277,7,4.6,3.5,99.8124935,1.1186977
TRX00808,2024-02-03,Provinsi DI Yogyakarta,Kabupaten Probolinggo,Home & Living,Online,Credit Card,1180927,3,4.9,4.8,113.210675,-7.753965
TRX00809,2024-02-05,Provinsi Lampung,Kabupaten Gorontalo,Home & Living,Online,Credit Card,699538,2,3.6,3.9,123.0666667,0.5333333
TRX00810,2024-08-03,Provinsi Lampung,Kabupaten Dompu,Food & Beverage,Online,Bank Transfer,854415,1,20.4,4,118.4747173,-8.4966318
TRX00811,2023-12-31,Provinsi Bengkulu,Kabupaten Tanah Bumbu,Fashion,Hybrid,Bank Transfer,170719,6,0.8,4.8,115.5681084,-3.4512244
TRX00812,2024-01-31,Provinsi Lampung,Kota Pangkal Pinang,Food & Beverage,Online,Digital Wallet,513267,2,11.7,4.6,106.109596,-2.129323
TRX00813,2024-12-09,Provinsi Kepulauan Bangka Belitung,Kabupaten Murung Raya,Home & Living,Hybrid,Cash,294854,2,20.2,4,114.3341432,-0.1362171
TRX00814,2024-11-08,Provinsi Kepulauan Bangka Belitung,Kabupaten Aceh Timur,Electronics,Hybrid,Bank Transfer,148080,5,46.1,3.2,95.9885456,5.255443
TRX00815,2024-12-07,Provinsi Sumatera Barat,Kota Tegal,Fashion,Offline,Bank Transfer,169627,2,25.1,4.6,109.1333333,-6.8666667
TRX00816,2024-11-01,Provinsi Aceh,Kabupaten Ngawi,Health & Beauty,Offline,Digital Wallet,1394365,7,27.3,4,111.46193,-7.38993
TRX00817,2024-07-27,Provinsi Sumatera Barat,Kabupaten Probolinggo,Electronics,Offline,Bank Transfer,148716,2,11.8,3.8,113.210675,-7.753965
TRX00818,2024-06-24,Provinsi Papua Barat,Kabupaten Pakpak Bharat,Food & Beverage,Offline,Cash,364402,3,6.1,3.9,98.299838,2.545786
TRX00819,2024-06-11,Provinsi Sumatera Selatan,Kabupaten Empat Lawang,Electronics,Online,Credit Card,1458480,3,31.9,3.6,102.8975098,-3.7286029
TRX00820,2024-02-17,Provinsi Jawa Timur,Kabupaten Aceh Barat,Fashion,Offline,Credit Card,758881,1,17.1,3.5,96.1526985,4.4542745
TRX00821,2024-09-26,Provinsi Bali,Kabupaten Serdang Bedagai,Home & Living,Hybrid,Credit Card,1048308,4,20,3.7,99.0571089,3.3371694
TRX00822,2024-03-31,Provinsi Maluku Utara,Kabupaten Bolaang Mongondow Utara,Fashion,Offline,Bank Transfer,760491,0,9.9,4.7,123.5280072,0.818691
TRX00823,2024-05-13,Provinsi Kalimantan Barat,Kabupaten Simeulue,Food & Beverage,Online,Cash,470459,3,12.7,3.7,96.083333,2.583333
TRX00824,2024-08-08,Provinsi Nusa Tenggara Timur,Kota Kediri,Food & Beverage,Online,Cash,60514,3,1.6,4,112.011398,-7.816895
TRX00825,2024-02-25,Provinsi Nusa Tenggara Barat,Kabupaten Bengkayang,Electronics,Offline,Cash,297004,4,4,4.5,109.477699,0.8209729
TRX00826,2024-08-21,Provinsi Banten,Kabupaten Maluku Barat Daya,Food & Beverage,Online,Cash,137590,2,4.5,4.4,126.3498097,-7.7851588
TRX00827,2024-09-28,Provinsi Sulawesi Barat,Kota Jayapura,Food & Beverage,Offline,Credit Card,374092,2,17.4,3.2,140.717,-2.533
TRX00828,2024-08-01,Provinsi DKI Jakarta,Kabupaten Halmahera Utara,Food & Beverage,Offline,Cash,4258585,2,7.8,4.9,128.4849923,1.3121235
TRX00829,2023-12-31,Provinsi Jambi,Kabupaten Karang Asem,Home & Living,Hybrid,Credit Card,626915,2,26.7,4.3,108.0503042,-6.3996057
TRX00830,2024-05-19,Provinsi Jawa Barat,Kabupaten Pinrang,Food & Beverage,Online,Bank Transfer,265985,0,20.5,4.7,119.6408,-3.793071
TRX00831,2024-03-06,Provinsi Sumatera Barat,Kabupaten Boyolali,Food & Beverage,Online,Credit Card,1327798,4,13.3,3.7,110.595901,-7.523819
TRX00832,2024-03-18,Provinsi Maluku,Kota Kotamobagu,Fashion,Hybrid,Bank Transfer,892439,5,4.3,4,124.3166667,0.7333333
TRX00833,2024-01-09,Provinsi Gorontalo,Kabupaten Supiori,Health & Beauty,Online,Digital Wallet,503828,5,11.5,4.1,135.6385125,-0.7295099
TRX00834,2024-05-08,Provinsi Kalimantan Tengah,Kabupaten Kepulauan Mentawai,Fashion,Hybrid,Digital Wallet,434829,2,37.8,4.5,98.9245343,-1.426001
TRX00835,2024-06-03,Provinsi Papua Barat,Kota Metro,Home & Living,Offline,Digital Wallet,472057,3,15.6,3.6,105.3,-5.1166667
TRX00836,2024-06-25,Provinsi Kepulauan Riau,Kabupaten Rote Ndao,Food & Beverage,Online,Cash,508347,1,1.8,4,123.1239049,-10.7386421
TRX00837,2024-05-15,Provinsi Kalimantan Barat,Kota Kupang,Fashion,Offline,Cash,1014464,4,13.5,4.5,123.5833333,-10.1833333
TRX00838,2024-10-26,Provinsi Maluku,Kabupaten Lampung Selatan,Fashion,Online,Cash,620324,5,20.5,4.7,105.5474373,-5.5622614
TRX00839,2024-12-12,Provinsi DKI Jakarta,Kota Bima,Home & Living,Hybrid,Digital Wallet,291549,4,47.9,3.7,118.727402,-8.460566
TRX00840,2024-01-27,Provinsi Gorontalo,Kabupaten Ogan Ilir,Fashion,Hybrid,Cash,1257595,4,17.5,4.9,104.6121475,-3.426544
TRX00841,2024-01-18,Provinsi Nusa Tenggara Barat,Kabupaten Puncak,Fashion,Offline,Credit Card,271559,4,9.3,4.1,106.9542425,-6.7125476
TRX00842,2024-09-17,Provinsi Sumatera Utara,Kabupaten Tegal,Fashion,Hybrid,Bank Transfer,2021966,3,36.5,4.1,109.1333333,-6.8666667
TRX00843,2024-01-28,Provinsi Kalimantan Tengah,Kabupaten Seruyan,Electronics,Offline,Credit Card,204877,2,19.8,4.5,112.4291464,-3.0123467
TRX00844,2024-06-15,Provinsi Nusa Tenggara Timur,Kabupaten Takalar,Food & Beverage,Offline,Credit Card,1153516,2,33.9,4.6,119.4875668,-5.4162493
TRX00845,2024-01-20,Provinsi Jawa Timur,Kabupaten Kepulauan Yapen,Electronics,Hybrid,Bank Transfer,1920578,3,5.9,3.8,136.1709012,-1.7469359
TRX00846,2024-05-28,Provinsi Gorontalo,Kabupaten Sabu Raijua,Electronics,Online,Cash,1853384,2,25.1,4.6,121.8334868,-10.5541116
TRX00847,2024-10-18,Provinsi Sulawesi Utara,Kabupaten Halmahera Timur,Electronics,Online,Digital Wallet,488053,4,13.4,3.7,128.4849923,1.3121235
TRX00848,2024-10-28,Provinsi Kalimantan Barat,Kabupaten Karawang,Fashion,Online,Digital Wallet,1090929,3,6.9,4.6,107.3375791,-6.3227303
TRX00849,2024-05-24,Provinsi Jambi,Kota Prabumulih,Food & Beverage,Hybrid,Digital Wallet,64389,2,4.7,3.9,104.235397,-3.440956
TRX00850,2024-10-03,Provinsi Nusa Tenggara Barat,Kabupaten Tana Toraja,Fashion,Offline,Bank Transfer,851348,2,3.3,3.8,119.742604,-3.0753003
TRX00851,2024-05-19,Provinsi Sulawesi Tenggara,Kabupaten Halmahera Timur,Food & Beverage,Online,Cash,489458,3,3.7,4.7,128.4849923,1.3121235
TRX00852,2024-03-25,Provinsi Maluku Utara,Kabupaten Rejang Lebong,Food & Beverage,Hybrid,Digital Wallet,994669,2,20.6,4.4,102.6675575,-3.4548154
TRX00853,2024-09-17,Provinsi DKI Jakarta,Kabupaten Seluma,Food & Beverage,Offline,Cash,608711,3,43.9,3.6,102.5642261,-4.0622929
TRX00854,2024-07-15,Provinsi Sulawesi Barat,Kabupaten Lampung Barat,Fashion,Offline,Credit Card,1992971,6,26,4.6,104.1930918,-5.1490396
TRX00855,2024-06-03,Provinsi Aceh,Kabupaten Mukomuko,Fashion,Online,Bank Transfer,460326,1,2.8,4.1,101.1169805,-2.5760003
TRX00856,2023-12-28,Provinsi Bengkulu,Kabupaten Polewali Mandar,Food & Beverage,Online,Credit Card,1137200,1,21.4,4.5,119.13906420000001,-3.3419323
TRX00857,2024-02-17,Provinsi Jawa Tengah,Kabupaten Indragiri Hulu,Home & Living,Offline,Cash,491091,3,41,4.4,102.2547919,-0.7361181
TRX00858,2024-03-09,Provinsi Banten,Kabupaten Sambas,Food & Beverage,Hybrid,Bank Transfer,1051894,1,27.3,3.7,109.309998,1.361328
TRX00859,2024-12-05,Provinsi Gorontalo,Kota Pematang Siantar,Fashion,Online,Credit Card,159384,4,31.9,4.1,99.06,2.96
TRX00860,2024-06-12,Provinsi Papua,Kota Manado,Electronics,Online,Cash,1001400,1,23.5,4.2,124.842843,1.4917014
